num,sum(qty)
R54093CNZ,92
R31410CNZ,18
R581913CNZ,26
R980630CNZ,30
R31477CNZ,65
R54143CNZ,48
R54182CNZ,152
R31431SCB,38
R54103SCB,145
R5115OCB,0
R54105SCB,196
R31414SCB,12
R54043SCB,4
R53064SCB,4
R31400SCB,2
R5599SCB,2
R55047SCB,173
R34379ONZ,0
R781767SCB,68
R55102SCB,44
R31507SCB,2
R31655CNZ,0
R34220CNZ,86
R34173CNZ,256
R31368CNZ,102
R31439CNZ,0
R34470SCB,302
R54196CNZ,78
R31329CNZ,118
R582039CNZ,10
R31463CNZ,108
R31405CNZ,68
R55171CNZ,62
R54154CNZ,178
R31661CNZ,5
R31314CNZ,0
R34368CNZ,6
R34366CNZ,1
R582455ONZ,50
R982566ONZ,20
R582457ONZ,62
R45925ONZ,16
R982543ONZ,14
R982159ONZ,42
R31439ONZ,13
OCG1261,22
OCG1268,26
R54118CNZ,0
R34168ONZ,8
OCG1212,130
R31539SCB,12
R54193ONZ,448
R5370CNZ,0
D80011ONZ,2
OCG1140,16
OCG1267,38
R31573ONZ,16
R31165ONZ,36
R982126ONZ,14
OCG1224,92
"VEST BLUE 4XL",30
"VEST BLUE 5XL",20
"VEST ORANGE 4XL",50
"VEST ORANGE 5XL",50
R982488CCB,0
R34431ONZ,236
R981503ONZ,387
"STRETCH WRAP 12",320
R31482CNZ,306
R34426CCB,1
R31483CCB,1
R31599SCB,4
R982487OCB,1
R53041OCB,1
R31269OCB,0
R31427OCB,0
OCG1236,44
R53061CNZ,0
R981775CCB,2
R34428CCB,1
R54013CCB,2
R34209ONZ,56
R31242CNZ,2
R582459ONZ,46
R982109ONZ,0
R682151SNZ,2
R982567ONZ,62
R31527SNZ,0
R54130CNZ,93
R781099CNZ,42
R31435CNZ,46
R982354CNZ,108
R34367CNZ,22
R54189SCB,90
OCG1177,44
OCG1085,48
R981776ONZ,32
R982123CNZ,0
R31642CCB,2
R31615CCB,2
R34297ONZ,4
R31623ONZ,20
D80105ONZ,0
R31544ONZ,300
R34407CCB,0
R34405CCB,0
R31419CCB,2
R5365CCB,4
R34470CCB,0
R681993CCB,6
R31376CCB,2
R34491CCB,2
R31159CCB,2
R34143CCB,2
R31546CCB,4
R31267CCB,1
R45898OCB,0
R53009OCB,0
R31443SNZ,0
R34360SCB,1
R982264SCB,4
R55066CNZ,128
R54111CNZ,149
R982435ONZ,90
R982436ONZ,26
R982073ONZ,18
R53061SCB,156
R982104CCB,0
R31441OCB,0
R982498ONZ,92
R582456ONZ,50
R53007ONZ,0
R3290ONZ,0
R31159CNZ,0
R5485CNZ,0
R31475CNZ,0
R34294CNZ,160
R34317CNZ,120
R31245CNZ,0
R582031SNZ,20
R981620SNZ,24
R31602SCB,24
R782430ONZ,62
R582032SNZ,26
R982036SNZ,24
R31172SNZ,114
R31430SNZ,60
R45926SNZ,26
R681951SNZ,26
R45533SNZ,26
R782484SNZ,24
R982035SNZ,24
R34207SCB,22
R31450CCB,1
R31449CCB,1
R53064CCB,3
R55095OCB,0
R31416OCB,0
R31446OCB,0
R982612ONZ,72
R982511ONZ,66
R581783ONZ,46
R31605ONZ,44
R31402SCB,43
R34369CCB,2
R55102SNZ,18
R53051SNZ,3
R54109SNZ,26
R54111SNZ,2
R54099SNZ,4
R31449SNZ,3
R31450SNZ,2
R981066SNZ,48
R34265SNZ,0
P1735CDM,0
R31595SNZ,22
R981067SNZ,46
R54100SNZ,4
R31163SNZ,50
R34206SNZ,4
R31404SNZ,30
R53009SNZ,8
R31636SNZ,2
R5119SNZ,46
R3464SNZ,24
R34055SNZ,32
R55126SNZ,22
R54017SNZ,0
R53019SNZ,46
R54112SNZ,6
R55125SNZ,38
R31525SNZ,26
R31602SNZ,30
R31057SNZ,8
R5118SNZ,62
R681939SNZ,10
R55171SNZ,4
R54143SNZ,1
R55163SNZ,14
R54162SNZ,1
R31333SNZ,4
R31528SNZ,4
R781769SNZ,60
R55120SNZ,38
R31452SNZ,22
R31244SNZ,18
R34211SNZ,4
R31243SNZ,16
R31495SNZ,24
R31371SNZ,8
R34409SNZ,3
R31314SNZ,0
R34507SNZ,48
R31594SNZ,12
R31599SNZ,10
R31598SNZ,4
R53004SNZ,120
R54011SNZ,0
R31393SNZ,4
R31349SNZ,0
R54126SNZ,4
R781768SNZ,1
R31291SNZ,2
R31445SNZ,2
R31444SNZ,2
R31143SNZ,2
R31386SNZ,4
R5386SNZ,10
R34207SNZ,12
R31384SNZ,2
R31482SNZ,1
R34216SNZ,1
R55078SNZ,6
R5399SNZ,1
R31056SNZ,4
R34491SNZ,42
R5356SNZ,32
R34397SNZ,2
R54047SNZ,10
R55101SNZ,12
R31391SNZ,6
R55011SNZ,2
R55166SNZ,3
R53068SNZ,0
R31050SNZ,0
R55184SNZ,36
R55183SNZ,16
R54132SNZ,4
R34144SNZ,0
R981956SNZ,2
R31375SNZ,2
R34294SNZ,44
R34371SNZ,4
R31347SNZ,1
R55131SNZ,8
R5580SNZ,4
R31268SNZ,2
R34505SNZ,40
R54130SNZ,50
R5382SNZ,4
R31302SNZ,8
R31432SNZ,4
R31412SNZ,116
R31253SNZ,50
R31411SNZ,6
R54093SNZ,50
R31458SNZ,18
R55060SNZ,4
R54154SNZ,0
R31392SNZ,2
R31479SNZ,0
R55018SNZ,0
R31431SNZ,22
R5360SNZ,42
R31512SNZ,7
R31436SNZ,32
R31405SNZ,4
R31363SNZ,31
R31510SNZ,46
R3295SNZ,2
R54094OCB,0
D35064ONZ,4
R54098OCB,2
R31496SNZ,34
R31493SNZ,6
R31453SNZ,4
R55039OCB,2
R34364SNZ,2
R34100SNZ,0
R31058SNZ,30
R31435SNZ,4
R31366SNZ,1
R31491SNZ,40
R55196SNZ,4
R31459SNZ,2
R31434SNZ,0
R31417SNZ,35
R31648SNZ,56
R53055SNZ,12
R31439SNZ,1
R54115SNZ,2
R54090SNZ,24
R54010SNZ,2
R55098SNZ,10
R54042SNZ,22
R981500SNZ,1
R31465SNZ,28
R55050SNZ,50
R55090SNZ,16
R55079SNZ,42
R55080SNZ,19
R5381SNZ,2
R31517SNZ,40
R31469SNZ,1
R31398SNZ,0
R54027SNZ,6
R682151ONZ,24
R981958ONZ,21
R5485SNZ,2
R53050SNZ,1
R55034SNZ,0
R582034ONZ,111
R31624CNZ,42
R982112ONZ,46
R982548ONZ,50
R34248CNZ,0
R31440SNZ,4
R34178SNZ,2
R34175SNZ,4
R31456SNZ,28
R31416SNZ,4
R54164SNZ,10
R31543SNZ,9
R55176SNZ,6
R31043SNZ,1
R31540SNZ,52
R31415SNZ,12
R31454SNZ,2
R34215CNZ,2
R31299SNZ,68
R31337SNZ,0
R31480SNZ,46
R34168SNZ,70
R31329SNZ,2
OCG1178,50
R34359OCB,0
R982041CNZ,2
R31553SCB,329
P974CDM,7
R981814ONZ,0
R31447ONZ,10
R34331ONZ,0
R34307CNZ,2
R681995CNZ,0
P1761CDM,1
P273CDP,28
D31526ONZ,0
P698CDP,0
R31465ONZ,78
P1165CDM,0
P1099CDP,0
OCG0256,21
OCG0259,21
AFN1833,0
R31473ONZ,36
R31553CNZ,111
P1846CDP,0
R34424CNZ,72
R31306SNZ,1
R31569SNZ,3
R31544SNZ,0
R31447SNZ,1
R54153SNZ,0
R31507SNZ,1
P1337CDP,0
P866CDP,0
P1061CDP,0
P775CDP,20
P652CDP,0
P805CDP,0
R53049SCB,0
R31625CNZ,0
P551CDP,0
R34247SNZ,2
R31105SNZ,2
R55159SNZ,1
R31373SNZ,1
R55133SNZ,1
OCG0254,0
OCG1213,2
R55093SNZ,2
OCG1035,0
R34359SNZ,0
R980984SNZ,0
S736MD,0
R53036SNZ,0
R5375SNZ,2
R55073SNZ,52
R981065SNZ,40
OCG0682,42
OCG0680,6
R31473SNZ,1
R53064SNZ,2
OCG0089,56
R31546SNZ,24
R31159ONZ,44
OCG1164,0
R53023SNZ,2
R55140SNZ,2
R31227ONZ,0
R54156SCB,0
R31533SCB,2
R982070ONZ,4
R31508SNZ,2
R31359ONZ,8
R53008ONZ,2
R54153CCB,0
R55013ONZ,0
R31529SCB,70
R34296ONZ,2
R31512CCB,2
R54135ONZ,2
R34424OCB,0
R31645SCB,0
R31440CCB,0
R55093OCB,0
R981500OCB,0
R53038OCB,0
R55179SCB,3
R31479SCB,0
R981023SCB,44
R31508SCB,0
8100063,6
8100040,12
8100039,0
8100074,2
8100223,4
8100151,8
8100626,10
R34488SCB,58
8100511,0
AFN1916,0
R31434OCB,0
R53036OCB,0
R53050OCB,0
R34364OCB,0
R31363OCB,0
R34367OCB,0
R53038CNZ,316
R53036CNZ,50
R54080OCB,0
R5399OCB,0
R54155OCB,0
R31424OCB,0
R31590OCB,0
R53051OCB,0
R53043OCB,0
R582033OCB,0
R31373OCB,0
R53006OCB,0
R34279CCB,0
R53038CCB,1
R5399CCB,0
R34475CCB,4
R34305CCB,2
R34366CCB,2
R31266ONZ,7
R54093ONZ,126
R55150ONZ,145
R31636CNZ,30
R981470ONZ,264
R980981ONZ,182
R981214ONZ,76
R53043CNZ,117
R34390CNZ,288
R31317ONZ,210
R53041ONZ,306
R982264ONZ,10
R31269SNZ,0
R31625SCB,108
R54154ONZ,11
R34359ONZ,2
R34143CNZ,0
R31322ONZ,2
R34279ONZ,490
R981958CNZ,2
R55157CNZ,0
R31475ONZ,4
R34498SCB,6
R31583CNZ,48
R31424CNZ,0
R31427CNZ,50
R34426CNZ,36
R582038CNZ,13
R34470CNZ,252
R5394ONZ,2
R982153ONZ,35
R31242ONZ,0
R54168ONZ,0
R682291ONZ,60
R982124CNZ,0
R31316CNZ,6
OCG0232,0
R34312CNZ,34
R55185CNZ,2
R31406ONZ,39
R34475CNZ,0
R31590CNZ,0
R582034CNZ,206
P885CDM,2
R31590ONZ,61
R55055CNZ,60
R5399CNZ,0
R981165CNZ,0
R982115CNZ,0
R55084CNZ,80
R31337CNZ,98
R31408CNZ,114
R982676ONZ,0
R53022CNZ,110
R54109CNZ,102
R31488CNZ,54
R31506ONZ,0
R31483CNZ,314
OCG0356,74
R34364CNZ,36
R34426SCB,124
OCG1257,48
R55122CNZ,128
R54193CNZ,250
R34431CNZ,528
R31377ONZ,0
R681781ONZ,44
R982078ONZ,2
R34168CNZ,60
P1719CDP,3
R31538CNZ,46
R31547CNZ,195
R31549CNZ,99
R31347CNZ,162
R31374CNZ,1
R54188SCB,86
R31605CNZ,0
R34413CNZ,0
R31594CNZ,40
R31550CNZ,20
R31306CNZ,122
R54094CNZ,80
R53071CNZ,48
R682263CNZ,144
R781087CNZ,70
R34428CNZ,39
R31425CNZ,78
R34386CNZ,84
R682151CNZ,122
R5118ONZ,76
R54166CNZ,76
R31594ONZ,2
R34211ONZ,32
R31625ONZ,224
R31266CNZ,0
R5360ONZ,22
R55167ONZ,0
P1578CDP,3
R31456ONZ,0
R981503OCB,0
R981506OCB,0
R55105CNZ,2
R53063CNZ,0
R5375ONZ,0
R31464CNZ,0
R31522ONZ,20
R31523ONZ,17
R45967ONZ,16
R45968ONZ,18
P1192CDP,0
R31636SCB,4
R981470CNZ,0
R34431SCB,458
OCG0318,102
OCG0312,18
OCG1207,28
OCG1206,27
R31513ONZ,32
R31037ONZ,415
R31611CNZ,0
R982153CNZ,0
R34306CNZ,0
P576CDM,0
R34255OCB,0
R34301CNZ,2
R31469OCB,0
P1892CDM,0
R982513ONZ,22
R31348CCB,0
R31375CCB,0
R53071SNZ,2
R781087SNZ,2
R34231CNZ,0
R981004CNZ,2
R581912ONZ,40
R31294SNZ,2
R34216ONZ,0
P2223CDM,1
R31411CNZ,0
R31470ONZ,2
R31476ONZ,2
R34198CNZ,0
R31263CNZ,0
R34111CNZ,0
AFN1158,8
P2135CDM,49
R31450CNZ,1
R31449CNZ,1
R55152SNZ,0
R31441CNZ,0
R981000CNZ,2
R31411ONZ,0
R31507CNZ,0
R54013CNZ,2
R981773SNZ,0
OCG0511,208
OCG0052,114
OCG0346,76
P1694CDM,2
P632CDM,0
P1101CDM,0
S886MD,19
R55171CCB,0
R54036ONZ,2
R31396ONZ,0
R582000SCB,96
R34247SCB,2
R31414CCB,0
R982129CNZ,0
R53048CNZ,2
R981064SCB,56
R31029ONZ,112
R981214SCB,0
R982570ONZ,0
R682151SCB,72
DMGLOVES-L,7183
DMGLOVES-M,7102
DMGLOVES-TP-L,7360
DMGLOVES-TP-M,6800
S785MD,1
R982292CNZ,0
R31438CNZ,2
OCG0062,0
R34425ONZ,0
R982285CNZ,0
OCG0159,26
R981500SCB,160
R982495ONZ,34
R31547ONZ,82
OCG1215,58
R54112ONZ,0
R54198CNZ,0
R31052ONZ,48
R34359CNZ,2
R31312OCB,0
R982494ONZ,28
R31450ONZ,5
R31449ONZ,6
R31446CCB,2
R55157CCB,2
R981786CCB,2
R982153CCB,2
R53006CCB,0
R31605CCB,2
R45898CCB,2
R31584OCB,1
R31615OCB,0
R54193OCB,0
R34303OCB,0
R54079OCB,0
R31603OCB,0
R31275OCB,0
R981004OCB,0
R31337OCB,0
R31306OCB,0
R34470OCB,0
R54123OCB,0
R582060OCB,0
R31518OCB,0
R54166OCB,0
R55156OCB,0
R34203OCB,0
R31553OCB,0
R682151OCB,1
R31599OCB,0
R982123SCB,144
R31105ONZ,42
R31038ONZ,33
R3287ONZ,3
R31149ONZ,0
R981835CNZ,0
OCG1282,60
R54078ONZ,48
R54074ONZ,26
R5382CNZ,1
P1413CDM,0
R34291ONZ,34
R982273ONZ,28
R31126ONZ,1
R31097ONZ,1
R31289CNZ,0
R581999CNZ,0
R53043CCB,0
R31569CCB,2
R31266CCB,2
R54142OCB,0
R681993OCB,0
R54125OCB,0
R31422OCB,0
R981958OCB,0
R581999OCB,0
R582000OCB,0
R34256OCB,0
R31257OCB,0
R31389OCB,0
R31015ONZ,20
P905CDP,3
P1044CDP,4
P1273CDP,6
P815CDP,0
P653CDP,0
R31075CNZ,0
OCG0167,60
OCG0340,22
OCG0339,24
OCG0342,56
OCG1211,58
R55094OCB,0
OCG0871,36
OCG1133,38
R582000CNZ,26
R5362ONZ,4
R54103CCB,2
P758CDM,0
R31357CNZ,0
P1160CDP,31
P1104CDM,24
R34303SNZ,0
R54166CCB,4
R55155CCB,2
R55159CCB,0
R55179CCB,2
R31336OCB,0
R55085OCB,0
R31505OCB,0
R54181OCB,0
R55120OCB,2
R31245OCB,0
R55108OCB,2
R31468OCB,0
R53023OCB,0
P832CDM,0
R34498CNZ,2
R34161ONZ,0
R34162ONZ,0
R34007ONZ,0
R31029OCB,0
R5371OCB,2
R982048OCB,2
R31270OCB,0
R31492OCB,2
R54130CCB,2
R682151CCB,0
R31373CCB,1
R34055CCB,1
R55199OCB,1
R31325OCB,1
R31508OCB,1
R31366OCB,1
R55184OCB,1
R34279OCB,0
R980630OCB,1
R34258OCB,1
R55174OCB,1
R982124SCB,0
R31232ONZ,0
R982147ONZ,0
R55082ONZ,0
R982380ONZ,56
OCG0310,54
R55161ONZ,0
R55180ONZ,0
R34272ONZ,0
R54117ONZ,2
R3134ONZ,0
P1793CDM,0
R31591ONZ,0
R31413ONZ,2
R45899ONZ,0
R55075ONZ,2
R982348ONZ,1
R31600ONZ,0
R31593ONZ,1
R53048ONZ,0
OCG0780,0
R34360SNZ,0
R55102ONZ,0
R31259ONZ,0
R31570ONZ,0
R31574ONZ,0
R5389ONZ,1
R982348CNZ,2
R34333ONZ,0
D35113ONZ,0
R54152CNZ,0
R681994CNZ,0
R980984CNZ,0
R981040ONZ,0
R55080CNZ,68
R982118ONZ,0
R982121ONZ,0
R34210ONZ,0
R34212ONZ,0
R53015ONZ,0
R34281ONZ,0
R54007ONZ,0
R55169ONZ,2
P612CDM,1
R981009ONZ,0
R34342CNZ,0
R981086CNZ,0
R981775CNZ,0
R54006ONZ,0
R981956CNZ,0
R981914CNZ,0
OCG1198,52
R54200ONZ,52
R981990ONZ,0
R982092ONZ,0
R54014ONZ,0
DMGLOVES-TP,298
P256CDM,0
R34146ONZ,0
R34253ONZ,0
R980962ONZ,0
R5386ONZ,0
R31592ONZ,1
P493CDM,0
R31142ONZ,0
R34198ONZ,0
EMZONE-BC,0
R682087ONZ,0
R31600CNZ,2
R31058CNZ,2
R54151ONZ,2
R55028ONZ,0
R981771ONZ,46
R31166ONZ,0
R5393ONZ,2
R982543CNZ,0
